iter	Logloss
499	0.2377707356
500	0.2375339285
501	0.2373864118
502	0.2372156299
503	0.2370091489
504	0.2365452307
505	0.2363160277
506	0.2359760486
507	0.2358029852
508	0.23566364
509	0.2353122697
510	0.2352370234
511	0.2349649416
512	0.2349246439
513	0.234883491
514	0.23469058515515	0.2344846851516	0.23422439451517	0.23393956518518	0.23372252519519	0.23342325520520	0.2332364081
521	0.2330356138
522	0.23286771523523	0.2324084852524	0.23225323752525	0.2320450085526	0.23186832875527	0.23172270455528	0.23166871025529	0.23149674
530	0.2313260644
531	0.2311641026
532	0.2310621553
533	0.2307559667
534	0.2303906279
535	0.2302412916
536	0.2298996027
537	0.229745329
538	0.2294828737
539	0.2292945356
540	0.229135534
541	0.2289495886
542	0.2288097073
543	0.2284882779
544	0.2282439417
545	0.2281719225
546	0.2280308347
547	0.2278153875
548	0.2277142759
549	0.2275211405
550	0.2273170509
551	0.22711962385552	0.22701558975553	0.22690450665554	0.22680193035555	0.226621715
556	0.2263855291
557	0.2263300122
558	0.2443967241
559	0.2442548087
560	0.24417019965561	0.24401664735562	0.24385111525563	0.24371920815564	0.24344356415565	0.2433382527
566	0.2432134821
567	0.2430545293
568	0.2428178251
569	0.2424763454
570	0.2423066771
571	0.2421767846
572	0.2419775202
573	0.2418134239
574	0.2417061195
575	0.2415852922
576	0.2414150024
577	0.2409853989
578	0.2407566028
579	0.2404320106
580	0.2403710183
581	0.2401796191
582	0.240048012
583	0.2398781509
584	0.2396551411
585	0.2395003244
586	0.2392194512
587	0.2390715781
588	0.2387602302
589	0.2387015525
590	0.2384164789
591	0.2380799283
592	0.2377716879
593	0.2376223361
594	0.2374938365
595	0.2372529319
596	0.2370492742
597	0.2366653185
598	0.2362030544
599	0.2359922173
600	0.2357782085
601	0.2356810409
602	0.2355639211
603	0.2352058754
604	0.2351050859
605	0.2350445865
606	0.2347888304
607	0.2346454363
608	0.2345226588
609	0.2343693851
610	0.2340577158
611	0.2338153539
612	0.2335776854
613	0.2335478322
614	0.2334566438
615	0.2332466211
616	0.2331134496
617	0.2329131994
618	0.2328358339
619	0.2326266471
620	0.2324812171
621	0.2321579322
622	0.2318652507
623	0.231641748
624	0.2314242031
625	0.2312707365
626	0.231076937
627	0.2309770477
628	0.2308735365
629	0.2308218452
630	0.2307402793
631	0.2307101046
632	0.2305424508
633	0.2302875304
634	0.2301028605
635	0.2299643956
636	0.2297342279
637	0.2296772646
638	0.2295809971
639	0.2293167114
640	0.2292449608
641	0.2291186472
642	0.2290229797
643	0.2286995234
644	0.228501202
645	0.2283595224
646	0.2282977586
647	0.2278312726
648	0.2276793705
649	0.2274899215
650	0.2272898642
651	0.2271618361
652	0.2270131486
653	0.2268455162
654	0.2266899709
655	0.2264171343
656	0.2263421691
657	0.22658	0.208658	0.22659	0.208659	0.22660	0.2085899138
661	0.2085004913
662	0.2083044488
663	0.2081073536
664	0.2079213323
665	0.2665	0.2249666	0.2666	0.2247667	0.2667	0.2245668	0.2073944746
669	0.2669	0.224670	0.2670	0.2239671	0.2671	0.2238672	0.2672	0.223673	0.20673	0.22674	0.206674	0.22675	0.20675	0.223676	0.20676	0.222677	0.20677	0.222678	0.20678	0.222679	0.20679	0.222680	0.20680	0.222681	0.20681	0.222682	0.20682	0.222683	0.2050558993
684	0.2048673456
685	0.2047793622
686	0.2046193173
687	0.2043240029
688	0.2042827523
689	0.2041468281
690	0.2039085115
691	0.2038815723
692	0.203786357
693	0.2037270281
694	0.2036317448
695	0.2035142575
696	0.2032474942
697	0.2029432727
698	0.2027753581
699	0.202696642
700	0.2025716345
701	0.2023536247
702	0.2022308659
703	0.2021906257
704	0.2020917677
705	0.2020613888
706	0.2019767662
707	0.2017661204
708	0.2016739436
709	0.201565938
710	0.2014995535
711	0.2012945266
712	0.2010792778
713	0.2009850294
714	0.2007773487
715	0.2006327537
716	0.2005836023
717	0.200717	0.21718	0.200718	0.21719	0.200719	0.21720	0.2000352625
721	0.1997759284
722	0.1996624261
723	0.1995337794
724	0.1993860876
725	0.1992553796
726	0.1989885744
727	0.1988929155
728	0.1988402814
729	0.198645527
730	0.1983316273
731	0.1982116253
732	0.1981760016
733	0.1981325314
734	0.1980158889
735	0.197915909
736	0.1977184493
737	0.1975648505
738	0.1975334578
739	0.1974131245
740	0.1972309709
741	0.1971928256
742	0.1970234908
743	0.196775403
744	0.1967473991
745	0.1966685732
746	0.1966182365
747	0.1964488546
748	0.1963104444
749	0.1962073549
750	0.1960561279
751	0.1960130822
752	0.1958545145
753	0.1958195519
754	0.1955741519
755	0.195489454
756	0.1952940876
757	0.1950708249
758	0.1949207353
759	0.1947936108
760	0.1946940526
761	0.1945855282
762	0.1943929385
763	0.1942809817
764	0.1942523573
765	0.194126856
766	0.193926402
767	0.1937589915
768	0.1936656268
769	0.1936386063
770	0.1936161019
771	0.1935659283
772	0.1934849323
773	0.1933413613
774	0.1931012255
775	0.1930038531
776	0.1928922177
777	0.1927422307
778	0.1927019003
779	0.1926265337
780	0.1925710827
781	0.1925474121
782	0.1924339361
783	0.1921371306
784	0.1920746194
785	0.1919128137
786	0.1918481347
787	0.1918048573
788	0.1917099951
789	0.1916363653
790	0.1915812927
791	0.191502175
792	0.1914197193
793	0.1913275118
794	0.1912811993
795	0.19116276
796	0.1909837423
797	0.1908022121
798	0.1907045843
799	0.1906792328
800	0.1904408923
801	0.1902017335
802	0.1899661107
803	0.1897408294
804	0.1897070534
805	0.1896113517
806	0.189547716
807	0.1895087143
808	0.1894060828
809	0.1892209374
810	0.1891970346
811	0.1889991573
812	0.1889252356
813	0.1886735306
814	0.1886407491
815	0.1885560502
816	0.1884752889
817	0.188448516
818	0.1883964677
819	0.1881943343
820	0.1880862253
821	0.1879441627
822	0.1878586812
823	0.1877006293
824	0.1823	0.2034825	0.1874884396
826	0.1873502646
827	0.1873261286
828	0.1872370429
829	0.1872174919
830	0.1870789119
831	0.1869262099
832	0.186798341
833	0.1866765508
834	0.1864832993
835	0.1863390566
836	0.1862956063
837	0.1862803377
838	0.1860548886
839	0.1860025221
840	0.1858653111
841	0.1856835923
842	0.1856555448
843	0.1855522287
844	0.1855337133
845	0.1854362454
846	0.1851947385
847	0.1849232247
848	0.1848963132
849	0.1847448295
850	0.1847197242
851	0.1845701539
852	0.1845248946
853	0.1844189647
854	0.1843721394
855	0.1841518491
856	0.1841169096
857	0.1839005927
858	0.1838406372
859	0.1835924634
860	0.1835582048
861	0860	0.197902862	0861	0.197750863	0862	0.197737864	0863	0.197556865	0864	0.197330866	865	0.1971814867	866	0.1971022868	867	0.1968846869	868	0.1968223870869	0.19656178871870	0.19640796872	0.1822533619
873	0.1821495712
874	0.1818781546
875	0.1817561958
876875	0.19584988877876	0.19572653878877	0.19544376879878	0.19522224880879	0.19504842881880	0.19485557882881	0.19476441883882	0.1945060652
883	0.194258562
884	0.1940250554
885	0.1938248533
886	0.1937182939
887	0.1935352891
888	0.1934392682
889	0.1933464421
890	0.1932611812
891	0.1930908948
892	0.1927382691
893	0.1925922482
894	0.1924064532
895	0.1923264392
896	0.192117261
897	0.1918133247
898	0.1916022709
899	0.1914101248
900	0.1913436775
901	0.1912999011
902	0.1910725397
903	0.1909342683
904	0.1907153955
905	0.1905661724
906	0.1903921911
907	0.1902108874
908	0.1901075088
909	0.1900690622
910	0.1899143332
911	0.189527014
912	0.1894645993
913	0.1892629597
914	0.1890989016
915	0.1889250516
916	0.1888313613
917	0.1887466382
918	0.1885948709
919	0.1883781181
920	0.1881033112
921	0.1879608513
922	0.1878520465
923	0.1877500985
924	0.1875275552
925	0.1873106113
926	0.1871608152
927	0.1869986017
928	0.1868295863
929	0.1868053297
930	0.1865545324
931	0.1863935686
932	0.1862604464
933	0.1861828476
934	0.1858456637
935	0.1856910319
936	0.1855758722
937	0.1854266858
938	0.185940	0.17939	0.185941	0.17940	0.18942	0.173941	0.18943	0.172942	0.18944	0.172943	0.18945	0.172944	0.18946	0.1945	0.184947	0.17946	0.184948	0.17947	0.184949	0.1718435001
950	0.1717304969
951	0.1716535376
952	0.1715461191
953	0.171403587
954	0.1712181503
955	0.1710840983
956	0.1710710546
957	0.1710516297
958	0.170827951
959	0.1708060293
960	0.170650226
961	0.1704937622
962	0.1704847215
963	0.1702606249
964	0.1701559186
965	0.1700190472
966	0.1698870643
967	0.169697644
968	0.1696030432
969	0.1694477696
970	0.169339674
971	0.1692330981
972	0.1691402099
973	0.1690224263
974	0.1689883149
975	0.1688336759
976	0.1687141316
977	0.1685502816
978	0.1683773849
979	0.1682454248
980	0.1681463845
981	0.1681250264
982	0.1679615769
983	0.1678423828
984	0.1676106266
985	0.1674694297
986	0.1674482763
987	0.1672065625
988	0.1671326007
989	0.1669517036
990	0.1668410993
991	0.1665523444
992	0.1663172562
993	0.1661911548
994	0.1659425753
995	0.1656455686
996	0.1655756599
997	0.1654392379
998	0.1654163293
999	0.1652349244
6008076
	0.1763676968
06
